Screen,Goal,Exam,Exam_tagged,Is_exam_tagged_correct,Subject,Subject_tagged,Is_subject_tagged_correct,Video_id,Duration_given,Duration_display,Expected_duration_display,Is_duration_okay,Embium_coins,Is_title_present,Is_description_less_150_character_range,Image_url_present,Video_url_present,Teaser_url_present,Status,Title,Description,Learn_path
Learn/home/Mathematics,Karnataka Board,7th Karnataka State Board,7th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,5914617.0,162.0,2 min 42 sec,2 mins 42 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Horizontal Method of Addition,This video shows a method using which we can add two algebraic equations horizontally. Watch this video till the end and learn more about it.,Karnataka Board--7th Karnataka State Board--Mathematics--Algebra--Algebraic Expressions--Addition and subtraction of algebraic expressions
Learn/home,Karnataka Board,8th Karnataka State Board,8th Karnataka State Board,Yes,All Subjects,Mathematics,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",Karnataka Board--8th Karnataka State Board--Mathematics--statistics--data handling--circle graph or pie chart
Learn/home/Science,Karnataka Board,8th Karnataka State Board,8th Karnataka State Board,Yes,Science,Science,Yes,5912433.0,305.0,5 min 5 sec,5 mins 5 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Laws of Reflection of Light,"Our world is full of people, animals, and things. Have you ever thought, how are we able to see things? Let’s study about light to decode that!",Karnataka Board--8th Karnataka State Board--Science--Physics--light--laws of reflection
Learn/home/Mathematics,Karnataka Board,8th Karnataka State Board,8th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",Karnataka Board--8th Karnataka State Board--Mathematics--statistics--data handling--circle graph or pie chart
Learn/home,Karnataka Board,9th Karnataka State Board,9th Karnataka State Board,Yes,All Subjects,Mathematics,Yes,5912537.0,65.0,1 min 5 sec,1 mins 5 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Construction of Angle Bisector,"Ever shared a pizza slice with your friend or sibling? While you might not be able to divide it into two equal halves, an angle bisector actually does!",Karnataka Board--9th Karnataka State Board--Mathematics--Geometry--Constructions--Basic Constructions
Learn/home/Science,Karnataka Board,9th Karnataka State Board,9th Karnataka State Board,Yes,Science,Science,Yes,5912606.0,394.0,6 min 34 sec,6 mins 34 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Valency and Its Calculation,The tendency of an atom to complete its octet configuration is called valency. The last shell of electrons revolving around the nucleus is called its valence shell. Learn more about it in this video.,Karnataka Board--9th Karnataka State Board--Science--Chemistry--atoms and molecules--writing of chemical formulae
Learn/home/Mathematics,Karnataka Board,9th Karnataka State Board,9th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,5912537.0,65.0,1 min 5 sec,1 mins 5 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Construction of Angle Bisector,"Ever shared a pizza slice with your friend or sibling? While you might not be able to divide it into two equal halves, an angle bisector actually does!",Karnataka Board--9th Karnataka State Board--Mathematics--Geometry--Constructions--Basic Constructions
Learn/home,Karnataka Board,10th Karnataka State Board,10th Karnataka State Board,Yes,All Subjects,Mathematics,Yes,5912741.0,391.0,6 min 31 sec,6 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Nature of the Roots of the Quadratic Equation,"Concept of Discriminant, and its use in finding the nature of roots of a quadratic equation and to visualise the shape of a parabola using discriminant is explained in this video.",Karnataka Board--10th Karnataka State Board--Mathematics--algebra--quadratic equations--nature of roots
Learn/home/Science,Karnataka Board,10th Karnataka State Board,10th Karnataka State Board,Yes,Science,Science,Yes,5912935.0,271.0,4 min 31 sec,4 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mendel's Monohybrid Crosses,Gregor Mendel worked all his life on the pea plants and conducted various experiments on them. His famous crosses have laid the foundation of Genetics. Check out his monohybrid cross in this video.,Karnataka Board--10th Karnataka State Board--Science--Biology--Heredity and Evolution--Heredity
Learn/home/Mathematics,Karnataka Board,10th Karnataka State Board,10th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,5912741.0,391.0,6 min 31 sec,6 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Nature of the Roots of the Quadratic Equation,"Concept of Discriminant, and its use in finding the nature of roots of a quadratic equation and to visualise the shape of a parabola using discriminant is explained in this video.",Karnataka Board--10th Karnataka State Board--Mathematics--algebra--quadratic equations--nature of roots
Learn/home,Karnataka Board,11th Karnataka State Board,11th Karnataka State Board,Yes,All Subjects,Physics,Yes,5913678.0,235.0,3 min 55 sec,3 mins 55 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Static Friction & It's Laws,Have you ever tried pushing a box and it fails to move? That’s because there is an opposing force preventing it. Let’s study the laws governing this opposing force in this session.,Karnataka Board--11th Karnataka State Board--Physics--Mechanics--Laws of Motion--Friction
Learn/home/Physics,Karnataka Board,11th Karnataka State Board,11th Karnataka State Board,Yes,Physics,Physics,Yes,5913678.0,235.0,3 min 55 sec,3 mins 55 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Static Friction & It's Laws,Have you ever tried pushing a box and it fails to move? That’s because there is an opposing force preventing it. Let’s study the laws governing this opposing force in this session.,Karnataka Board--11th Karnataka State Board--Physics--Mechanics--Laws of Motion--Friction
Learn/home/Mathematics,Karnataka Board,11th Karnataka State Board,11th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statements,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical Statements. Let's explore them in this video.",Karnataka Board--11th Karnataka State Board--Mathematics--mathematical reasoning and statistics--mathematical reasoning--Statements
Learn/home/Chemistry,Karnataka Board,11th Karnataka State Board,11th Karnataka State Board,Yes,Chemistry,Chemistry,Yes,5915438.0,103.0,1 min 43 sec,1 mins 43 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Preparation and Properties of Methane,"Methane is a colourless, odourless and highly flammable gas. It is a greenhouse gas and one of the main parts of natural gas. Watch the video to know about more properties and uses of Methane.",Karnataka Board--11th Karnataka State Board--Chemistry--Organic Chemistry--Hydrocarbons--Alkanes
Learn/home/Biology,Karnataka Board,11th Karnataka State Board,11th Karnataka State Board,Yes,Biology,Biology,Yes,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water throughout their body against concentration gradients. Watch this video to learn about the active transport of solutes.,Karnataka Board--11th Karnataka State Board--Biology--plant physiology--transport in plants--means of transport in plants
Learn/home,Karnataka Board,12th Karnataka State Board,12th Karnataka State Board,Yes,All Subjects,Physics,Yes,5914191.0,233.0,3 min 53 sec,3 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Magnetic Force on a Charge: Condition for Circular and Straight Path,Can you tell me where we can use a moving charged particle in a magnetic field? What type of motion will it undergo in the magnetic field? Let’s learn it through this video.,Karnataka Board--12th Karnataka State Board--Physics--electricity and magnetism--moving charges and magnetism--magnetic force
Learn/home/Physics,Karnataka Board,12th Karnataka State Board,12th Karnataka State Board,Yes,Physics,Physics,Yes,5914191.0,233.0,3 min 53 sec,3 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Magnetic Force on a Charge: Condition for Circular and Straight Path,Can you tell me where we can use a moving charged particle in a magnetic field? What type of motion will it undergo in the magnetic field? Let’s learn it through this video.,Karnataka Board--12th Karnataka State Board--Physics--electricity and magnetism--moving charges and magnetism--magnetic force
Learn/home/Mathematics,Karnataka Board,12th Karnataka State Board,12th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,5914134.0,108.0,1 min 48 sec,1 mins 48 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,"Equation of Plane Making Intercepts on x,y,z Axis","In 2 Dimensional geometry, you must have studied the Intercept form of the Equation of the straight line. Could you think of the Intercept form of the equation of a plane? Watch the Video for answers.",Karnataka Board--12th Karnataka State Board--Mathematics--Coordinate Geometry--Three Dimensional Geometry--Plane
Learn/home/Chemistry,Karnataka Board,12th Karnataka State Board,12th Karnataka State Board,Yes,Chemistry,Chemistry,Yes,5913934.0,61.0,1 min 1 sec,1 mins 1 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Extraction of Mercury,"Extraction of mercury is nothing but a distillation process. The ore is heated, and the metal is liberated. Let's take a look at the pyrometallurgy process in this video.",Karnataka Board--12th Karnataka State Board--Chemistry--Inorganic Chemistry--General Principles and Processes of Isolation of Metals (Metallurgy)--Metallurgy of Some important Metals
Learn/home/Biology,Karnataka Board,12th Karnataka State Board,12th Karnataka State Board,Yes,Biology,Biology,Yes,5915711.0,259.0,4 min 19 sec,4 mins 19 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Factors of Speciation,"The factors that cause speciation are… several. From the microscopic world to the macroscopic one, be it a mutation or the meeting of two surprisingly compatible species.",Karnataka Board--12th Karnataka State Board--Biology--Genetics and Evolution--Evolution--Biological Evolution
Learn/home,Jammu and Kashmir Board,1st Jammu and Kashmir Board,HEROBANNER NOT FOUND,All Subject,,,,,,,,,,,,,,,,,,
Learn/home/Mathematics,Jammu and Kashmir Board,1st Jammu and Kashmir Board,HEROBANNER NOT FOUND,,Mathematics,,,,,,,,,,,,,,,,,
Learn/home,Jammu and Kashmir Board,2nd Jammu and Kashmir Board,2nd Jammu and Kashmir Board,Yes,All Subjects,Mathematics,Yes,6409960.0,386.0,6 min 26 sec,6 mins 26 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Adding Number Using Ones and Tens,Let's get more practice in adding up numbers from units and tens. Here are some more easy examples of carrying over.,"Jammu and Kashmir Board--2nd Jammu and Kashmir Board--Mathematics--arithmetic--birds come, birds go--addition and subtraction"
Learn/home/Mathematics,Jammu and Kashmir Board,2nd Jammu and Kashmir Board,2nd Jammu and Kashmir Board,Yes,Mathematics,Mathematics,Yes,6409960.0,386.0,6 min 26 sec,6 mins 26 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Adding Number Using Ones and Tens,Let's get more practice in adding up numbers from units and tens. Here are some more easy examples of carrying over.,"Jammu and Kashmir Board--2nd Jammu and Kashmir Board--Mathematics--arithmetic--birds come, birds go--addition and subtraction"
Learn/home,Jammu and Kashmir Board,3rd Jammu and Kashmir Board,3rd Jammu and Kashmir Board,Yes,All Subjects,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Jammu and Kashmir Board--3rd Jammu and Kashmir Board--Mathematics--arithmetic--give and take--addition and subtraction of numbers
Learn/home/Mathematics,Jammu and Kashmir Board,3rd Jammu and Kashmir Board,3rd Jammu and Kashmir Board,Yes,Mathematics,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Jammu and Kashmir Board--3rd Jammu and Kashmir Board--Mathematics--arithmetic--give and take--addition and subtraction of numbers
Learn/home/Environmental Studies,Jammu and Kashmir Board,3rd Jammu and Kashmir Board,3rd Jammu and Kashmir Board,Yes,Environmental Studies,Environmental Studies,Yes,6410176.0,237.0,3 min 57 sec,3 mins 57 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Food Chain,Have you ever heard of food chain? It is the process which tells how energy is transferred from one organism to another. Let's learn about it in detail!,Jammu and Kashmir Board--3rd Jammu and Kashmir Board--Environmental Studies--Life Science--Our Friends-Animals--Food Chain
Learn/home,Jammu and Kashmir Board,4th Jammu and Kashmir Board,4th Jammu and Kashmir Board,Yes,All Subjects,Mathematics,Yes,6410001.0,119.0,1 min 59 sec,1 mins 59 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Balancing Weights on a Pan,A weight balance machine consists of two pans that is used to balance the weight of an object by another object. Watch this video to know more about it.,Jammu and Kashmir Board--4th Jammu and Kashmir Board--Mathematics--Arithmetic--Halves and Quarters--Balancing Weights
